target,model,n_datasets,a_bar_sim,b_bar_sim,bias_sim,variance_sim,expected_out_error_sim
sin_pi_x,constant,300000,0.0,-0.0007560705464182612,0.49990059163867195,0.24968211371926025,0.7495827053579323
sin_pi_x,linear,300000,0.7774251866030711,-0.0009522237415526854,0.20661960381481143,1.6745864662479057,1.8812060700627171
sin_pi_x,origin,300000,1.4286974138376558,0.0,0.2712092452553108,0.23657731127080592,0.5077865565261167
x_squared,constant,300000,0.0,0.3330323639293696,0.08896019217015652,0.04434517408407674,0.13330536625423325
x_squared,linear,300000,-0.0013353495820052133,-9.084719302374627e-05,0.20022121322746966,0.33287531346130617,0.5330965266887758
x_squared,origin,300000,-0.0008941270064436323,0.0,0.200160287923363,0.11490196854924979,0.31506225647261277
